Nome,Saldo
Vivien Krajcik,93.0
Vivien Larkin,139.0
Vivien Nikolaus,515.0
Vivien Parisian,481.0
Vivienne Hessel,277.0
Vivienne Jones,186.0
Vivienne Kreiger,46.0
Vivienne Langosh,306.0
Vivienne Mante,32.0
Vivienne Moore,99.0
Vivienne Turner,178.0
Vivienne Wisozk,768.0
Von Abbott MD,46.0
Von Blick LLD,484.0
Von Block,444.0
Von Bosco,388.0
Von Bruen Sr.,-96.0
Von DuBuque,98.0
Von Erdman,-41.0
Von Gutkowski,196.0
Von Hammes,430.0
Von Jones,872.0
Von Krajcik,376.0
Von McClure DC,822.0
Von Nader,365.0
Von Nienow,908.0
Von Pagac,758.0
Von Predovic,208.0
Von Raynor VM,153.0
Von Rice,893.0
Von Runte,81.0
Von Skiles VM,299.0
Von Stiedemann,199.0
Von Swift,461.0
Von Thompson,362.0
Von Tremblay,197.0
Von Ullrich,-111.0
Von Waelchi DO,24.0
Von Wiegand,376.0
Von Wisozk,542.0
Voncile Bosco,432.0
Voncile Cremin,865.0
Voncile D'Amore,499.0
Voncile Hartmann,806.0
Voncile Jakubowski,711.0
Voncile Nikolaus,112.0
Voncile Reynolds II,650.0
Voncile Spencer,737.0
Voncile Stroman,569.0
Voncile Wisoky,494.0
Vonda Hermann,549.0
Vonda Hermann,606.0
Vonda Jakubowski,392.0
Vonda Kunze,509.0
Vonda Mante,289.0
Vonda Schultz,325.0
Vonda Walker DDS,505.0
Vonda Walsh,746.0
Vonnie Buckridge,675.0
Vonnie Carter,-22.0
Vonnie Daugherty,245.0
Vonnie Kulas,617.0
Vonnie Reynolds,61.0
Wade Abshire,671.0
Wade Becker DDS,176.0
Wade Bednar,521.0
Wade Block,755.0
Wade Bogisich,275.0
Wade Borer PhD,0.0
Wade Boyer,376.0
Wade Champlin,121.0
Wade Collins,200.0
Wade Dicki,888.0
Wade Dietrich,403.0
Wade Ferry,568.0
Wade Gulgowski Esq.,916.0
Wade Gutkowski Esq.,714.0
Wade Haley,656.0
Wade Jakubowski JD,-62.0
Wade Kiehn,277.0
Wade Kozey DVM,810.0
Wade Kunze CPA,532.0
Wade Kuvalis,-6.0
Wade Lakin VM,409.0
Wade Lebsack,200.0
Wade Lebsack,388.0
Wade Lebsack,379.0
Wade Littel,674.0
Wade Lockman,704.0
Wade Lynch,48.0
Wade Marquardt,588.0
Wade O'Hara,802.0
Wade Price,28.0
Wade Rogahn DO,512.0
Wade Rohan,419.0
Wade Russel,82.0
Wade Ryan,927.0
Wade Schaefer,811.0
Wade Schroeder,374.0
Wade Schulist LLD,854.0
Wade Skiles,46.0
Wade Streich,310.0
Wade Tromp,546.0
Wade Walker,527.0
Wade Walter,559.0
Wai Ernser VM,345.0
Wai Fritsch,586.0
Wai Kreiger,97.0
Wai Macejkovic DO,267.0
Wai Moen,601.0
Wai Nolan,135.0
Wai Ruecker Esq.,71.0
Wai Wisozk,-10.0
Waldo Bayer,92.0
Waldo Beahan,408.0
Waldo Bernier,414.0
Waldo Boehm,74.0
Waldo Bogan,508.0
Waldo Deckow,142.0
Waldo Dietrich DO,994.0
Waldo Effertz,578.0
Waldo Gottlieb,597.0
Waldo Haley,249.0
Waldo Keebler,9.0
Waldo Kirlin,334.0
Waldo Konopelski,47.0
Waldo Lebsack V,305.0
Waldo Lowe I,450.0
Waldo Mann,476.0
Waldo Pacocha,317.0
Waldo Parisian,322.0
Waldo Parisian,-114.0
Waldo Pfannerstill,355.0
Waldo Purdy MD,609.0
Waldo Quigley,60.0
Waldo Quigley,941.0
Waldo Roberts DDS,630.0
Waldo Rowe II,52.0
Waldo Runolfsson,406.0
Waldo Schinner I,-28.0
Waldo Schmitt,595.0
Waldo Thiel,256.0
Waldo Walsh,48.0
Waldo Ward,415.0
Waldo White,371.0
Waldo Wilkinson,803.0
Walker Abbott,-168.0
Walker Bailey,259.0
Walker Bailey,591.0
Walker Bartoletti,375.0
Walker Beer,-61.0
Walker Bogisich MD,-3.0
Walker Bradtke V,361.0
Walker Braun,129.0
Walker Collier,481.0
Walker Cruickshank,778.0
Walker Doyle,474.0
Walker Erdman,794.0
Walker Funk,288.0
Walker Gutkowski MD,472.0
Walker Halvorson,576.0
Walker Hand,459.0
Walker Hintz,411.0
Walker Hodkiewicz,871.0
Walker Kilback,172.0
Walker Kohler,700.0
Walker Lakin,794.0
Walker Lang,383.0
Walker Legros,630.0
Walker Lehner,370.0
Walker Lesch,159.0
Walker Lesch I,393.0
Walker Lindgren,519.0
Walker Luettgen DDS,935.0
Walker Mante,563.0
Walker Mayer,328.0
Walker Nicolas,180.0
Walker Nitzsche,57.0
Walker Ondricka,294.0
Walker Prohaska DC,463.0
Walker Rempel,184.0
Walker Rippin,329.0
Walker Rodriguez,16.0
Walker Rolfson,-27.0
Walker Rolfson,509.0
Walker Rosenbaum,342.0
Walker Sanford,249.0
Walker Schowalter DDS,661.0
Walker Stiedemann,-92.0
Walker Tromp Ret.,715.0
Walker Walter PhD,-19.0
Walker Wehner,5.0
Walker Weimann,-150.0
Walker Weimann,669.0
Walker Windler,396.0
Walker Wolff IV,263.0
Walker Wuckert,137.0
Walker Wuckert,365.0
Wallace Ankunding Jr.,571.0
Wallace Balistreri,688.0
Wallace Beahan,-65.0
Wallace Bechtelar,165.0
Wallace Bradtke,960.0
Wallace Braun,725.0
Wallace Champlin VM,404.0
Wallace Crona,784.0
Wallace Fadel,607.0
Wallace Fritsch,72.0
Wallace Hahn,627.0
Wallace Hammes,886.0
Wallace Heaney,174.0
Wallace Heidenreich,618.0
Wallace Heller,219.0
Wallace Hills,113.0
Wallace Homenick,611.0
Wallace Johns,659.0
Wallace Kerluke,637.0
Wallace Kertzmann,681.0
Wallace Kozey,-46.0
Wallace Kutch JD,16.0
Wallace Lowe,510.0
Wallace Lubowitz DC,529.0
Wallace Marks,-48.0
Wallace Murphy,490.0
Wallace Ortiz,523.0
Wallace Pacocha,605.0
Wallace Parker V,540.0
Wallace Powlowski,834.0
Wallace Roberts,599.0
Wallace Rodriguez,-142.0
Wallace Rutherford,453.0
Wallace Schroeder,269.0
Wallace Schroeder,195.0
Wallace Schuppe,387.0
Wallace Torp,467.0
Wallace Ward,680.0
Wallace Wyman,-181.0
Wally Ankunding,635.0
Wally Bauch,17.0
Wally Baumbach,-61.0
Wally Beatty,495.0
Wally Beer,447.0
Wally Bernier,707.0
Wally Borer,606.0
Wally Champlin Sr.,571.0
Wally Donnelly,15.0
Wally Fay,785.0
Wally Feil,-65.0
Wally Gusikowski,498.0
Wally Gutkowski,434.0
Wally Harris,636.0
Wally Harris,658.0
Wally Hartmann,280.0
Wally Hessel,241.0
Wally Hettinger,205.0
Wally Hirthe,375.0
Wally Jast,22.0
Wally Johnston DC,747.0
Wally Kreiger,114.0
Wally Lowe,828.0
Wally McLaughlin,200.0
Wally Miller,71.0
Wally Morar,651.0
Wally Pollich,47.0
Wally Predovic,401.0
Wally Purdy,185.0
Wally Purdy,688.0
Wally Ritchie CPA,-66.0
Wally Roberts,747.0
Wally Rogahn LLD,471.0
Wally Schmeler,801.0
Wally Swift,468.0
Wally Thompson,852.0
Wally Turner,915.0
Wally Zboncak CPA,809.0
Walter Anderson,678.0
Walter Aufderhar,664.0
Walter Bednar MD,-70.0
Walter Bosco Ret.,375.0
Walter Carter,-100.0
Walter Conroy,9.0
Walter Crona,773.0
Walter Cronin,727.0
Walter Daniel,844.0
Walter Dare Ret.,66.0
Walter Dibbert Jr.,705.0
Walter Dickinson,480.0
Walter Emmerich CPA,37.0
Walter Ferry,632.0
Walter Friesen,886.0
Walter Greenholt,787.0
Walter Hermann,-14.0
Walter Kassulke VM,207.0
Walter Kessler,330.0
Walter Kirlin,434.0
Walter Kling,755.0
Walter Larson,316.0
Walter Lind,384.0
Walter Lindgren,484.0
Walter Lindgren,122.0
Walter Marquardt,686.0
Walter Mayer,810.0
Walter McClure,151.0
Walter McClure Sr.,-61.0
Walter Medhurst,557.0
Walter Nader,435.0
Walter Pagac,656.0
Walter Parker,108.0
Walter Rath,123.0
Walter Runte,514.0
Walter Satterfield,17.0
Walter Schmitt,726.0
Walter Shanahan,869.0
Walter Stehr III,81.0
Walter Streich,21.0
Walter Strosin,-83.0
Walter Terry CPA,442.0
Walter Torp V,369.0
Walter Towne CPA,50.0
Walter Waelchi,187.0
Walter Windler,139.0
Walter Witting,-27.0
Walton Balistreri,66.0
Walton Balistreri,563.0
Walton Blick,517.0
Walton Cruickshank,-132.0
Walton Cummerata,2.0
Walton Douglas Jr.,-66.0
Walton Flatley V,444.0
Walton Goodwin,757.0
Walton Goodwin,290.0
Walton Grant,216.0
Walton Jaskolski,800.0
Walton Johns,-36.0
Walton Kassulke,401.0
Walton Keeling,230.0
Walton King,48.0
Walton Kuhlman,15.0
Walton Mertz,521.0
Walton Mills,142.0
Walton Mueller,313.0
Walton Murazik,494.0
Walton Nicolas,71.0
Walton Nolan,437.0
Walton Prosacco,122.0
Walton Purdy,389.0
Walton Raynor,507.0
Walton Runolfsson,541.0
Walton Russel,584.0
Walton Schmeler CPA,713.0
Walton Thompson IV,337.0
Walton Thompson JD,258.0
Walton Wilkinson,-54.0
Walton Wisoky,-83.0
Walton Wolf,297.0
Waltraud Becker,210.0
Waltraud Bernier,375.0
Waltraud Denesik,96.0
Waltraud Hintz,599.0
Waltraud Klocko,-83.0
Waltraud Kuphal,854.0
Waltraud McClure,557.0
Waltraud Purdy,804.0
Waltraud Rodriguez,162.0
Waltraud Schmeler,575.0
Waltraud Stokes,423.0
Waltraud Stracke,697.0
Waltraud Tromp,329.0
Wan Abernathy,391.0
Wan Balistreri,838.0
Wan Bergstrom,-10.0
Wan Bradtke V,767.0
Wan Collier,231.0
Wan Koch,858.0
Wan Nienow,742.0
Wan Nikolaus,103.0
Wan Paucek,519.0
Wan Steuber,357.0
Wanda Deckow,814.0
Wanda Feest,636.0
Wanda Hauck,724.0
Wanda Hayes JD,269.0
Wanda Hilll Sr.,533.0
Wanda Hintz,137.0
Wanda Marvin,314.0
Wanda Medhurst,363.0
Wanda Watsica VM,367.0
Waneta Batz,718.0
Waneta Grant LLD,776.0
Waneta Hane Ret.,352.0
Waneta Hickle,417.0
Waneta Kemmer DVM,664.0
Waneta Kling DO,569.0
Waneta Little III,102.0
Waneta Marquardt CPA,158.0
Waneta Nienow Jr.,453.0
Waneta Willms II,40.0
Wanetta Ankunding,722.0
Wanetta Bradtke,731.0
Wanetta Denesik,150.0
Wanetta Funk,862.0
Wanetta Hills,342.0
Wanetta Koepp,647.0
Wanetta Lynch,719.0
Wanetta Schaden,-15.0
Wanetta West,220.0
Wanetta Willms,190.0
Wanetta Wuckert,236.0
Wanita Altenwerth,351.0
Wanita Bradtke,730.0
Wanita Gulgowski,-26.0
Wanita Klein DO,-45.0
Wanita Kuhlman DVM,727.0
Wanita Macejkovic,456.0
Wanita Rolfson MD,905.0
Wanita Schamberger,603.0
Wanita Schumm,172.0
Wanita Schuppe,615.0
Ward Abernathy Ret.,805.0
Ward Balistreri,432.0
Ward Bernhard,285.0
Ward Boehm,221.0
Ward Breitenberg,-66.0
Ward Brekke,781.0
Ward Considine,860.0
Ward Crist,-57.0
Ward Dach,425.0
Ward Goldner,676.0
Ward Greenholt,869.0
Ward Hegmann VM,485.0
Ward Hilll,65.0
Ward Kilback,734.0
Ward Lemke,167.0
Ward Lowe,157.0
Ward Marks,881.0
Ward Morissette,93.0
Ward Morissette,612.0
Ward Mraz,763.0
Ward Muller,615.0
Ward Murazik,647.0
Ward O'Hara,760.0
Ward Oberbrunner,254.0
Ward Padberg,260.0
Ward Quigley,54.0
Ward Quigley,344.0
Ward Quitzon II,727.0
Ward Rath,560.0
Ward Rau Esq.,20.0
Ward Renner,94.0
Ward Rice,492.0
Ward Rolfson DVM,597.0
Ward Rosenbaum,258.0
Ward Runte,479.0
Ward Schultz,229.0
Ward Shanahan DVM,-95.0
Ward Stokes,115.0
Ward Terry,272.0
Ward Volkman,377.0
Ward Volkman,90.0
Ward Ziemann,222.0
Ward Zieme,48.0
Ward Zieme,737.0
Warner Barrows Jr.,450.0
Warner Bins,700.0
Warner Bins DVM,649.0
Warner Corkery III,440.0
Warner Crooks DC,534.0
Warner Cummings,818.0
Warner Effertz,522.0
Warner Funk,861.0
Warner Goldner,-84.0
Warner Gulgowski,272.0
Warner Hansen MD,12.0
Warner Johnson,66.0
Warner Kiehn DC,590.0
Warner Kutch PhD,-46.0
Warner Langosh,458.0
Warner Leannon II,457.0
Warner Little,779.0
Warner Lowe,500.0
Warner Lubowitz,799.0
Warner Lubowitz,350.0
Warner McClure,513.0
Warner McGlynn,625.0
Warner McLaughlin V,317.0
Warner Metz CPA,85.0
Warner Miller DC,774.0
Warner Powlowski V,232.0
Warner Reinger,406.0
Warner Rice,792.0
Warner Rice,263.0
Warner Roberts,333.0
Warner Schmitt,-97.0
Warner Schoen,22.0
Warner Stoltenberg Ret.,704.0
Warner Swaniawski,778.0
Warren Abbott,775.0
Warren Ankunding,-5.0
Warren Beatty,643.0
Warren Breitenberg,134.0
Warren Cole,727.0
Warren Collins,343.0
Warren Dach,658.0
Warren Donnelly,218.0
Warren Gleason Esq.,-35.0
Warren Grady,646.0
Warren Green,293.0
Warren Gulgowski,431.0
Warren Hane,222.0
Warren Hirthe,414.0
Warren Homenick LLD,815.0
Warren Hyatt,301.0
Warren Johnson,649.0
Warren Kohler,528.0
Warren Kuhic,165.0
Warren Kuvalis V,764.0
Warren Lubowitz DDS,144.0
Warren Marks DO,114.0
Warren McGlynn,9.0
Warren McKenzie IV,297.0
Warren Mills,161.0
Warren Morissette,184.0
Warren Oberbrunner IV,648.0
Warren Paucek,237.0
Warren Prohaska,287.0
Warren Reilly,422.0
Warren Rodriguez,243.0
Warren Schmeler,110.0
Warren Skiles,628.0
Warren Spencer,210.0
Warren Stoltenberg,564.0
Warren Stracke,600.0
Warren Vandervort,594.0
Warren Waters LLD,118.0
Warren Weimann,933.0
Warren Wintheiser,628.0
Warren Wyman V,-12.0
Wava Cormier,818.0
Wava Jacobi DC,680.0
Wava Johnson,507.0
Wava McGlynn,709.0
Wava Muller DDS,652.0
Wava Rodriguez,36.0
Waylon Abernathy DC,312.0
Waylon Ankunding,725.0
Waylon Baumbach,756.0
Waylon Collins,345.0
Waylon Crona,376.0
Waylon Dickens,444.0
Waylon Fadel Sr.,679.0
Waylon Gleichner,846.0
Waylon Goodwin CPA,869.0
Waylon Gusikowski,940.0
Waylon Hammes,428.0
Waylon Heaney,408.0
Waylon Hegmann,713.0
Waylon Hodkiewicz,356.0
Waylon Hoppe IV,104.0
Waylon Hoppe Sr.,556.0
Waylon Huel,831.0
Waylon Jacobi,463.0
Waylon Kerluke,512.0
Waylon Kihn,879.0
Waylon Kunde,-98.0
Waylon Labadie,579.0
Waylon Langworth,896.0
Waylon Lynch,83.0
Waylon McLaughlin,13.0
Waylon Mraz,155.0
Waylon Mraz Jr.,-60.0
Waylon Muller,102.0
Waylon O'Connell,-116.0
Waylon Prosacco,160.0
Waylon Prosacco,496.0
Waylon Schimmel,27.0
Waylon Schuster I,401.0
Waylon Streich,941.0
Waylon Thompson,537.0
Waylon Tremblay,289.0
Waylon Wehner,-142.0
Waylon Weimann,211.0
Waylon West,901.0
Waylon Zemlak,-65.0
Wayne Conn,347.0
Wayne Dietrich,745.0
Wayne Ferry,860.0
Wayne Ferry,720.0
Wayne Hammes,-127.0
Wayne Hermann,854.0
Wayne Hintz PhD,124.0
Wayne King LLD,715.0
Wayne Klein,157.0
Wayne Lakin,-32.0
Wayne Lebsack,241.0
Wayne Maggio,906.0
Wayne Nicolas,797.0
Wayne Ortiz,-3.0
Wayne Pollich,842.0
Wayne Schulist,546.0
Wayne Sipes,313.0
Wayne Toy,870.0
Wayne Tremblay,465.0
Wayne Wiegand,918.0
Wayne Wisozk,641.0
Wayne Wyman,635.0
Wayne Wyman DC,527.0
Wayne Zemlak,548.0
Wei Abernathy DO,186.0
Wei Beatty V,534.0
Wei Bode,-65.0
Wei Considine,282.0
Wei Corwin,238.0
Wei Ferry DDS,525.0
Wei Lakin,254.0
Wei Mayer,89.0
Wei Morar,267.0
Wei Skiles,931.0
Wei Swaniawski,16.0
Wei Wuckert,278.0
Weldon Abbott,75.0
Weldon Bahringer,146.0
Weldon Bechtelar,632.0
Weldon Berge,224.0
Weldon Breitenberg,393.0
Weldon Cormier,352.0
Weldon Cummings,-115.0
Weldon Donnelly,84.0
Weldon DuBuque DDS,463.0
Weldon Flatley,41.0
Weldon Grimes,269.0
Weldon Gulgowski,369.0
Weldon Gutmann,711.0
Weldon Herman,535.0
Weldon Huels,274.0
Weldon Kovacek,706.0
Weldon Kreiger CPA,712.0
Weldon Kreiger Sr.,853.0
Weldon McLaughlin,73.0
Weldon Murray,653.0
Weldon Nolan,523.0
Weldon Predovic,790.0
Weldon Reichert,262.0
Weldon Schoen V,309.0
Weldon Spencer,559.0
Weldon Wintheiser,570.0
Weldon Wuckert,495.0
Weldon Yundt LLD,416.0
Wen Blanda,731.0
Wen Crona,232.0
Wen Farrell,511.0
Wen Friesen,6.0
Wen Friesen,210.0
Wen Harris,977.0
Wen Herman,787.0
Wen Herman,223.0
Wen Kunde,815.0
Wen Lebsack,819.0
Wen Nader,238.0
Wen Nicolas,274.0
Wen Ortiz,-151.0
Wen Reynolds,632.0
Wen Runolfsdottir,718.0
Wen Towne,543.0
Wen Witting,119.0
Wendell Bartell,39.0
Wendell Bechtelar DVM,47.0
Wendell Bogan Jr.,215.0
Wendell Breitenberg,79.0
Wendell Davis,817.0
Wendell Fisher,758.0
Wendell Gerlach,566.0
Wendell Goodwin MD,76.0
Wendell Grady DO,397.0
Wendell Greenfelder,85.0
Wendell Hane,669.0
Wendell Herman,822.0
Wendell Hermann Jr.,251.0
Wendell Hessel Jr.,264.0
Wendell Hilpert,689.0
Wendell Hilpert Jr.,157.0
Wendell Jones DDS,121.0
Wendell Kemmer Ret.,523.0
Wendell Kulas,906.0
Wendell Kuvalis III,570.0
Wendell Marquardt,307.0
Wendell McClure,219.0
Wendell Olson,785.0
Wendell Ondricka,161.0
Wendell Osinski,231.0
Wendell Pacocha,353.0
Wendell Quitzon CPA,520.0
Wendell Reynolds,12.0
Wendell Rodriguez JD,380.0
Wendell Rogahn,560.0
Wendell Runolfsson,159.0
Wendell Sanford Jr.,569.0
Wendell Sauer Ret.,392.0
Wendell Schroeder,695.0
Wendell Schultz,453.0
Wendell Trantow,769.0
Wendell Wilkinson,60.0
Wendell Wilkinson,716.0
Wendell Will,1.0
Wendell Willms DO,955.0
Wendell Wuckert,469.0
Wendell Zboncak,-32.0
Wendell Zieme,340.0
Wendi Conn,550.0
Wendi Cremin,448.0
Wendi Heathcote IV,518.0
Wendi Jakubowski,10.0
Wendi Kovacek,689.0
Wendi Kreiger,141.0
Wendi Lakin,83.0
Wendi Muller,393.0
Wendi Roberts,940.0
Wendie Becker,420.0
Wendie Bernier,253.0
Wendie Breitenberg,297.0
Wendie Cartwright,112.0
Wendie Glover,588.0
Wendie Olson,147.0
Wendie Paucek,856.0
Wendie Rodriguez,77.0
Wendie Wiegand PhD,574.0
Wendolyn Bartoletti,-104.0
Wendolyn Cassin,757.0
Wendolyn Hermann,506.0
Wendolyn Hoppe,425.0
Wendolyn Luettgen,602.0
Wendolyn Nader,561.0
Wendolyn Rau,402.0
Wendolyn Rempel,640.0
Wendolyn Ryan,141.0
Wendolyn Spencer III,339.0
Wendolyn Williamson,648.0
Wendolyn Zulauf,-9.0
Wendy Altenwerth,195.0
Wendy Braun Sr.,27.0
Wendy Cassin,824.0
Wendy Cormier DVM,334.0
Wendy Emmerich,242.0
Wendy Feil,745.0
Wendy Grimes DO,-20.0
Wendy Haley Sr.,651.0
Wendy Kemmer,317.0
Wendy Koepp,558.0
Wendy Kshlerin Jr.,-76.0
Wendy Mertz DDS,378.0
Wendy Mraz,845.0
Wendy Schmitt,886.0
Wendy Schultz,563.0
Wenona Bartoletti,46.0
Wenona Bernhard,104.0
Wenona Bins,627.0
Wenona Daugherty,803.0
Wenona Davis,433.0
Wenona Emard,171.0
Wenona McCullough,675.0
Wenona Nader,401.0
Wenona Prohaska DC,184.0
Wenona Schmeler,762.0
Wenona Yost,588.0
Werner Altenwerth,565.0
Werner Casper,526.0
Werner Daugherty,706.0
Werner Dickens,3.0
Werner Dicki,132.0
Werner Douglas,401.0
Werner Green,99.0
Werner Hansen,903.0
Werner Hodkiewicz,0.0
Werner Huels LLD,359.0
Werner Jacobs,137.0
Werner Johnston,560.0
Werner Johnston,115.0
Werner Koch,-140.0
Werner Kohler,461.0
Werner Krajcik,190.0
Werner Kutch,296.0
Werner Leffler,410.0
Werner Lehner,-108.0
Werner Mayert,196.0
Werner Mueller,800.0
Werner Pacocha Sr.,979.0
Werner Romaguera,750.0
Werner Schuppe,852.0
Werner Vandervort,739.0
Werner Waelchi,75.0
Werner Will,601.0
Werner Yost,709.0
Werner Yundt,-75.0
Wes Bahringer CPA,-78.0
Wes Beer,553.0
Wes Breitenberg,304.0
Wes Cassin,87.0
Wes Considine DC,-117.0
Wes Cummerata,-68.0
Wes Flatley,634.0
Wes Friesen,385.0
Wes Greenfelder,561.0
Wes Hane,290.0
Wes Hayes,175.0
Wes Keeling,514.0
Wes Kerluke,530.0
Wes Kunze,-3.0
Wes Langworth,59.0
Wes Maggio,456.0
Wes Mayer,740.0
Wes O'Conner,547.0
Wes O'Conner DC,27.0
Wes Pacocha,559.0
Wes Pacocha IV,763.0
Wes Renner,118.0
Wes Rodriguez,-84.0
Wes Rohan,235.0
Wes Runte,493.0
Wes Schulist DVM,692.0
Wes Sipes,-72.0
Wes Turner,119.0
Wes Volkman LLD,112.0
Wes West,-162.0
Wes Wolf,541.0
Wesley Bergstrom,267.0
Wesley Bernier,158.0
Wesley Bernier PhD,432.0
Wesley Block,368.0
Wesley Cartwright,-35.0
Wesley Conn,735.0
Wesley Dare,758.0
Wesley Dickens,205.0
Wesley Dicki,813.0
Wesley Dicki,362.0
Wesley Ernser,297.0
Wesley Franecki PhD,212.0
Wesley Gibson,777.0
Wesley Hagenes,714.0
Wesley Hartmann,854.0
Wesley Herman Ret.,729.0
Wesley Hermann,285.0
Wesley Homenick,117.0
Wesley Johnston,818.0
Wesley Kuhic,513.0
Wesley Lesch II,717.0
Wesley Lind PhD,-116.0
Wesley Little III,594.0
Wesley Lueilwitz,74.0
Wesley Mohr,-72.0
Wesley Mosciski,502.0
Wesley O'Kon PhD,173.0
Wesley Okuneva,377.0
Wesley Ortiz,-8.0
Wesley Predovic,-103.0
Wesley Reichert,-25.0
Wesley Reilly,-42.0
Wesley Reynolds,218.0
Wesley Rogahn,293.0
Wesley Schaden,-163.0
Wesley Schaefer,145.0
Wesley Schowalter,-8.0
Wesley Schowalter Ret.,385.0
Wesley Spinka,606.0
Wesley Swift,-23.0
Wesley Torphy,-110.0
Wesley Welch,891.0
Wesley West,324.0
Wesley Will JD,-57.0
Wesley Wolff DO,884.0
Wesley Wunsch,679.0
Wesley Zboncak,-88.0
Weston Altenwerth CPA,104.0
Weston Anderson,334.0
Weston Auer,13.0
Weston Beier,0.0
Weston Bode,673.0
Weston Boehm,504.0
Weston Boehm,511.0
Weston Brekke,-90.0
Weston Cartwright,391.0
Weston Corkery,681.0
Weston Dach II,924.0
Weston Daugherty,450.0
Weston Gorczany IV,73.0
Weston Graham,3.0
Weston Gusikowski,381.0
Weston Gutkowski,-23.0
Weston Huel Sr.,-6.0
Weston Kiehn,173.0
Weston Kling,-179.0
Weston Mante,490.0
Weston Mayert,360.0
Weston Mitchell,326.0
Weston Nader,252.0
Weston Padberg,478.0
Weston Purdy,667.0
Weston Reichel I,777.0
Weston Reilly CPA,720.0
Weston Renner,227.0
Weston Rippin VM,684.0
Weston Rodriguez,65.0
Weston Ruecker,-51.0
Weston Sauer DO,6.0
Weston Schultz,378.0
Weston Schuster,138.0
Weston Stroman,664.0
Weston Torphy,488.0
Weston Trantow,559.0
Whitley Dickinson,727.0
Whitley Heathcote Ret.,73.0
Whitley Klein,310.0
Whitley Klocko,449.0
Whitley Lakin,820.0
Whitley Murphy,-75.0
Whitley Orn II,-97.0
Whitley Pfannerstill DDS,576.0
Whitley Thompson,339.0
Whitley Walsh,-38.0
Whitley Wiza,-80.0
Whitney Abernathy II,726.0
Whitney Bartell,469.0
Whitney Bernhard,409.0
Whitney Boehm,105.0
Whitney Botsford,277.0
Whitney Dietrich,670.0
Whitney Farrell,407.0
Whitney Feeney,157.0
Whitney Feest II,193.0
Whitney Ferry DC,210.0
Whitney Haley Sr.,579.0
Whitney Halvorson,247.0
Whitney Harris,371.0
Whitney Heaney,-111.0
Whitney Hermiston,15.0
Whitney Herzog,394.0
Whitney Johns,762.0
Whitney Kessler,-43.0
Whitney Kihn,438.0
Whitney Kilback,158.0
Whitney Konopelski,550.0
Whitney Koss,735.0
Whitney Kovacek,517.0
Whitney Kuhn,611.0
Whitney Little,7.0
Whitney Metz,710.0
Whitney Moore I,127.0
Whitney Muller,753.0
Whitney Okuneva,244.0
Whitney Powlowski II,473.0
Whitney Reinger,413.0
Whitney Rosenbaum Jr.,219.0
Whitney Schaden,253.0
Whitney Schneider,347.0
Whitney Schultz,484.0
Whitney Smith,413.0
Whitney Towne,312.0
Whitney Trantow,516.0
Whitney Wehner,838.0
Whitney Wiegand,63.0
Wilber Balistreri,491.0
Wilber Bashirian,638.0
Wilber Boyer,481.0
Wilber Christiansen,-91.0
Wilber Dare IV,198.0
Wilber Feil,264.0
Wilber Grant,819.0
Wilber Harris,693.0
Wilber Hegmann,-23.0
Wilber Hegmann,-94.0
Wilber Hintz Ret.,591.0
Wilber Klein,633.0
Wilber Koelpin,670.0
Wilber Kub DO,752.0
Wilber Langosh DDS,720.0
Wilber Lowe,1.0
Wilber Mayer,17.0
Wilber Mitchell,791.0
Wilber O'Conner,740.0
Wilber Okuneva CPA,-18.0
Wilber Padberg,490.0
Wilber Quigley,586.0
Wilber Quitzon,68.0
Wilber Ratke,882.0
Wilber Ratke,785.0
Wilber Renner,11.0
Wilber Roob LLD,402.0
Wilber Rowe,387.0
Wilber Satterfield,661.0
Wilber Shanahan,600.0
Wilber Shields DC,584.0
Wilber Skiles,437.0
Wilber Smith DO,595.0
Wilber Sporer,488.0
Wilber Stoltenberg,744.0
Wilber Trantow,86.0
Wilber Watsica,587.0
Wilber Windler,663.0
Wilber Wiza,19.0
Wilbert Anderson V,49.0
Wilbert Bartell CPA,765.0
Wilbert Beer,569.0
Wilbert Botsford,415.0
Wilbert Braun,696.0
Wilbert Dickens,544.0
Wilbert Dickinson,482.0
Wilbert Dietrich,782.0
Wilbert DuBuque,467.0
Wilbert Grant,458.0
Wilbert Grimes,-33.0
Wilbert Haag,330.0
Wilbert Hills,-132.0
Wilbert Hodkiewicz,-18.0
Wilbert Jacobi,119.0
Wilbert Kerluke,696.0
Wilbert Kiehn,586.0
Wilbert Kilback,463.0
Wilbert King,434.0
Wilbert Ledner,511.0
Wilbert Lesch,853.0
Wilbert Lind,462.0
Wilbert Lowe,32.0
Wilbert Mraz,381.0
Wilbert Nikolaus,-12.0
Wilbert O'Kon,260.0
Wilbert Ortiz,-92.0
Wilbert Rempel,783.0
Wilbert Schultz,-63.0
Wilbert Spinka DVM,-121.0
Wilbert Stiedemann,768.0
Wilbert Stokes DVM,290.0
Wilbert Stroman,651.0
Wilbert Vandervort,48.0
Wilbert Walsh,258.0
Wilbert Weber Sr.,888.0
Wilbert Weissnat II,293.0
Wilbert West,266.0
Wilbert Windler,842.0
Wilbert Yost Sr.,433.0
Wilbert Ziemann,2.0
Wilbur Abernathy,40.0
Wilbur Abshire,661.0
Wilbur Bashirian,287.0
Wilbur Bauch,498.0
Wilbur Daniel,436.0
